item_type,item_age_years,item_condition,triage_action,user_age,app_sessions_per_month,distance_to_dropoff_km,points_redeemed_history,items_recycled_count
Peripherals,5.7,Good,Refurbish,28,17,7.7,8933,2
Smartphone,10.7,Good,Recycle,56,21,4.9,3881,6
Monitor,7.0,Broken,Recycle,64,2,15.0,9701,2
Monitor,10.1,Good,Refurbish,20,4,10.2,9434,0
Peripherals,11.9,Fair,Recycle,19,25,14.3,4789,5
Tablet,2.4,Fair,Refurbish,25,11,6.5,7445,5
Laptop,8.5,Fair,Recycle,48,19,13.3,4352,3
Tablet,8.3,Dead,Recycle,25,24,7.0,7471,7
Laptop,11.8,Dead,Recycle,60,26,13.1,7059,8
Peripherals,11.8,Fair,Recycle,19,13,2.4,5649,4
Laptop,8.4,Excellent,Recycle,39,22,9.7,9904,4
Monitor,3.3,Fair,Refurbish,22,26,10.3,5008,4
Smartphone,9.7,Fair,Recycle,24,21,10.0,7317,4
Smartphone,1.7,Fair,Refurbish,37,18,7.0,8785,4
Peripherals,9.5,Broken,Recycle,45,27,10.4,1033,6
Monitor,11.0,Good,Refurbish,30,29,4.0,211,9
Tablet,4.9,Fair,Refurbish,19,19,9.1,6057,5
Monitor,7.8,Good,Recycle,49,24,8.5,9597,5
Smartphone,5.4,Broken,Recycle,43,15,5.1,5508,7
Smartphone,5.5,Good,Recycle,20,28,11.8,5017,5
Monitor,4.1,Broken,Recycle,58,12,1.7,8122,7
Monitor,9.3,Excellent,Recycle,59,25,3.0,8125,8
Smartphone,11.3,Fair,Recycle,30,11,7.3,6479,4
Tablet,11.3,Broken,Recycle,38,27,13.4,9113,7
Peripherals,2.5,Good,Recycle,62,23,8.8,4062,8
Peripherals,10.6,Broken,Recycle,54,1,12.7,7348,0
Monitor,9.0,Fair,Recycle,40,16,8.0,7942,4
Peripherals,3.4,Fair,Refurbish,24,28,11.9,7945,7
Smartphone,1.3,Fair,Refurbish,34,28,5.2,3238,8
Smartphone,3.6,Fair,Refurbish,45,13,12.3,1493,3
Monitor,11.0,Fair,Recycle,64,29,6.3,1577,11
Monitor,7.8,Fair,Recycle,47,6,8.6,1597,0
Monitor,8.8,Broken,Recycle,22,23,3.1,2428,7
Tablet,3.5,Fair,Refurbish,41,28,13.8,312,10
Peripherals,8.8,Good,Recycle,24,6,10.7,6686,0
Monitor,0.8,Good,Refurbish,51,10,13.0,4075,3
Laptop,4.8,Excellent,Refurbish,59,27,3.5,3,10
Laptop,7.7,Good,Refurbish,50,29,1.5,7061,7
Smartphone,2.2,Broken,Recycle,44,2,5.4,9077,1
Peripherals,10.0,Broken,Recycle,31,29,8.0,5218,8
Monitor,3.2,Good,Refurbish,36,25,12.1,191,11
Laptop,8.0,Dead,Recycle,55,3,6.3,2380,0
Peripherals,5.2,Fair,Refurbish,29,6,4.4,1235,0
Smartphone,7.4,Dead,Recycle,20,16,5.9,7762,4
Tablet,1.7,Broken,Recycle,24,6,10.7,7931,0
Peripherals,0.7,Broken,Recycle,52,24,5.4,2403,6
Peripherals,11.0,Excellent,Recycle,42,13,14.7,6021,1
Tablet,3.6,Good,Refurbish,32,4,3.0,7420,3
Peripherals,9.9,Excellent,Recycle,36,15,11.4,6734,2
Smartphone,12.0,Broken,Recycle,36,6,9.0,8453,0
Smartphone,2.9,Good,Refurbish,40,1,3.9,2369,2
Tablet,3.5,Broken,Recycle,28,9,11.4,2467,3
Monitor,8.1,Good,Recycle,38,12,7.0,4427,2
Laptop,11.6,Broken,Recycle,51,25,10.4,1259,4
Monitor,11.0,Good,Recycle,56,23,10.1,2054,7
Peripherals,6.3,Good,Recycle,24,11,2.1,533,2
Laptop,9.6,Good,Recycle,59,13,12.7,2119,4
Tablet,2.1,Fair,Refurbish,61,1,10.4,1523,0
Tablet,11.7,Good,Recycle,44,19,11.8,3457,4
Laptop,11.6,Broken,Recycle,40,28,7.0,2589,9
Smartphone,2.4,Excellent,Recycle,55,21,3.3,4419,4
Laptop,3.9,Fair,Refurbish,37,4,5.2,7092,3
Peripherals,1.7,Broken,Recycle,44,5,13.6,6744,0
Smartphone,3.6,Excellent,Refurbish,25,23,14.1,1940,5
Tablet,9.9,Dead,Recycle,54,25,7.5,3736,6
Laptop,4.9,Dead,Recycle,20,17,4.8,72,5
Monitor,1.5,Excellent,Recycle,19,5,11.1,2887,3
Monitor,4.4,Good,Recycle,39,19,11.6,5357,4
Peripherals,11.8,Fair,Recycle,23,3,12.3,9179,0
Monitor,7.7,Broken,Recycle,56,11,1.0,1345,5
Laptop,5.3,Fair,Refurbish,57,2,0.6,9978,2
Laptop,2.4,Fair,Recycle,53,22,5.7,9223,9
Monitor,11.8,Broken,Recycle,61,14,2.7,2006,2
Laptop,9.9,Good,Recycle,41,6,12.2,9422,0
Peripherals,3.7,Broken,Recycle,29,19,8.2,8602,3
Smartphone,1.3,Broken,Recycle,34,1,12.5,1819,1
Peripherals,1.2,Fair,Refurbish,39,7,3.1,6794,1
Peripherals,1.9,Dead,Recycle,36,2,9.6,7213,0
Laptop,7.2,Broken,Refurbish,26,24,8.9,3092,4
Smartphone,11.2,Good,Recycle,29,19,5.4,5289,5
Laptop,6.2,Fair,Recycle,49,1,8.0,2591,0
Tablet,10.2,Fair,Recycle,48,26,9.0,7583,7
Laptop,5.6,Excellent,Refurbish,34,9,13.4,2502,4
Laptop,8.6,Dead,Recycle,40,21,1.3,8853,5
Laptop,8.9,Good,Recycle,27,17,12.4,9421,2
Smartphone,2.5,Broken,Recycle,47,10,14.7,9548,2
Laptop,4.7,Fair,Refurbish,36,27,11.1,3092,7
Smartphone,7.8,Excellent,Recycle,43,6,11.2,7061,0
Monitor,1.3,Dead,Recycle,43,26,3.7,1673,7
Tablet,4.7,Dead,Recycle,28,3,8.1,9280,0
Smartphone,6.7,Fair,Recycle,37,27,10.7,6002,6
Monitor,12.0,Good,Recycle,62,20,9.2,7308,4
Smartphone,6.0,Good,Refurbish,21,24,6.1,6659,7
Smartphone,9.9,Fair,Recycle,64,15,14.1,499,4
Tablet,5.5,Good,Recycle,29,21,8.0,325,2
Peripherals,9.7,Fair,Recycle,42,28,14.6,6033,7
Peripherals,7.3,Dead,Recycle,27,22,8.7,887,2
Smartphone,10.7,Fair,Refurbish,39,26,12.0,9187,6
Laptop,5.2,Dead,Recycle,24,20,11.3,3673,7
Monitor,7.4,Broken,Refurbish,41,6,10.1,7935,0
Laptop,7.7,Fair,Recycle,19,3,0.7,928,2
Laptop,5.3,Dead,Recycle,49,10,1.6,4403,5
Smartphone,2.2,Fair,Refurbish,38,12,8.9,5426,4
Smartphone,1.6,Dead,Recycle,24,1,13.7,7990,0
Smartphone,0.7,Good,Refurbish,25,22,9.2,9846,6
Smartphone,10.5,Good,Recycle,55,29,3.9,624,8
Peripherals,3.2,Dead,Recycle,38,16,5.1,4344,6
Smartphone,2.9,Fair,Refurbish,25,17,9.5,2371,6
Peripherals,9.0,Dead,Recycle,42,10,9.2,4699,3
Peripherals,4.2,Dead,Recycle,45,12,14.4,8250,2
Smartphone,6.3,Excellent,Recycle,45,19,8.2,5116,3
Tablet,2.4,Fair,Recycle,48,28,5.6,6237,7
Monitor,11.5,Fair,Recycle,53,8,8.1,9469,1
Laptop,10.3,Fair,Recycle,42,23,11.9,8878,4
Peripherals,10.4,Broken,Refurbish,58,8,8.3,7627,1
Monitor,5.2,Good,Refurbish,54,10,5.2,4610,2
Tablet,9.3,Fair,Recycle,55,10,5.4,532,4
Laptop,2.2,Broken,Recycle,29,18,11.5,4497,4
Laptop,0.6,Good,Refurbish,54,10,1.5,3852,2
Peripherals,0.7,Broken,Recycle,54,7,4.5,3404,1
Smartphone,7.2,Fair,Recycle,48,4,2.7,2768,2
Tablet,5.7,Dead,Recycle,35,1,14.2,2655,0
Peripherals,6.5,Good,Refurbish,43,11,1.8,2140,4
Tablet,0.6,Good,Refurbish,23,19,11.5,7724,4
Smartphone,5.4,Fair,Refurbish,26,5,9.6,573,3
Smartphone,8.8,Excellent,Recycle,28,26,9.7,1565,8
Peripherals,5.6,Dead,Recycle,48,8,11.6,9997,0
Smartphone,8.9,Excellent,Recycle,63,2,6.3,436,0
Monitor,3.2,Broken,Refurbish,19,2,6.3,3589,0
Laptop,9.9,Fair,Recycle,46,24,4.7,1398,6
Peripherals,7.3,Fair,Recycle,63,14,9.2,9746,1
Tablet,2.9,Excellent,Refurbish,59,9,14.0,7691,2
Monitor,3.2,Fair,Recycle,22,10,13.9,3266,1
Peripherals,7.7,Fair,Recycle,40,13,10.7,6408,4
Smartphone,10.0,Good,Recycle,53,29,13.6,3497,7
Smartphone,5.3,Dead,Recycle,24,1,14.5,4956,0
Smartphone,3.5,Good,Refurbish,30,14,12.0,1974,1
Smartphone,10.5,Fair,Recycle,59,2,6.4,9058,0
Tablet,8.2,Fair,Recycle,27,4,7.5,9245,0
Monitor,5.7,Good,Recycle,53,28,14.0,5410,8
Laptop,6.1,Dead,Recycle,33,19,10.2,7742,3
Tablet,2.8,Fair,Recycle,32,1,12.4,2534,0
Tablet,7.7,Excellent,Recycle,60,4,2.2,7573,1
Laptop,4.6,Fair,Refurbish,36,11,3.3,8219,4
Laptop,11.9,Fair,Recycle,38,13,5.5,3217,4
Smartphone,6.0,Fair,Refurbish,52,27,3.2,2335,6
Tablet,6.1,Broken,Recycle,32,18,13.6,4676,3
Peripherals,7.0,Excellent,Recycle,31,10,3.6,6395,5
Laptop,11.0,Good,Recycle,46,5,8.6,7329,0
Laptop,9.7,Broken,Recycle,22,1,1.7,2157,3
Monitor,5.7,Excellent,Refurbish,35,14,2.7,2691,6
Peripherals,8.8,Dead,Recycle,18,16,4.1,6541,5
Peripherals,7.2,Excellent,Recycle,44,24,14.8,3342,4
Laptop,6.2,Broken,Recycle,44,26,12.1,1555,7
Smartphone,2.7,Fair,Refurbish,42,18,10.3,275,4
Monitor,5.8,Fair,Refurbish,58,27,13.8,2736,8
Peripherals,3.3,Good,Refurbish,38,3,14.4,9539,0
Laptop,11.0,Excellent,Recycle,31,3,7.1,3089,1
Peripherals,4.4,Good,Refurbish,37,4,5.3,7578,1
Monitor,11.5,Good,Recycle,45,7,5.1,7968,3
Monitor,6.6,Good,Recycle,38,13,1.0,2172,6
Tablet,7.8,Fair,Recycle,40,9,4.6,152,1
Laptop,6.7,Fair,Recycle,28,3,5.6,1604,0
Monitor,2.0,Broken,Recycle,19,17,1.0,6801,6
Tablet,4.8,Broken,Recycle,37,15,13.3,7724,4
Tablet,1.6,Fair,Recycle,41,27,12.8,1826,6
Peripherals,7.7,Fair,Recycle,42,10,4.1,8438,5
Peripherals,5.6,Fair,Refurbish,54,15,12.1,5509,3
Tablet,9.4,Fair,Recycle,39,1,12.0,1370,0
Peripherals,3.0,Broken,Recycle,41,28,5.4,5322,9
Monitor,2.4,Good,Refurbish,32,27,10.6,5128,6
Smartphone,5.2,Excellent,Refurbish,29,22,4.7,5811,6
Monitor,11.2,Broken,Recycle,63,21,1.5,1691,7
Tablet,8.7,Good,Recycle,48,10,7.8,6674,4
Tablet,5.3,Dead,Recycle,60,7,6.9,3390,2
Monitor,6.4,Dead,Recycle,48,7,2.5,2398,3
Peripherals,1.5,Excellent,Refurbish,47,3,7.6,9862,3
Peripherals,11.8,Good,Recycle,58,7,14.3,36,1
Tablet,8.2,Fair,Recycle,37,9,11.1,1627,1
Laptop,3.8,Fair,Refurbish,25,8,11.2,2339,3
Peripherals,7.2,Good,Recycle,61,3,11.5,6160,0
Monitor,1.8,Broken,Recycle,47,26,11.3,1371,7
Peripherals,11.6,Fair,Refurbish,52,5,0.8,676,3
Monitor,2.5,Good,Refurbish,38,13,13.9,5072,2
Tablet,8.0,Excellent,Recycle,64,13,12.5,252,1
Peripherals,3.3,Broken,Recycle,57,8,4.5,2864,2
Monitor,8.8,Good,Recycle,45,18,8.5,1616,4
Tablet,9.4,Broken,Recycle,56,7,9.4,2231,2
Laptop,8.2,Fair,Recycle,34,27,2.4,6433,9
Monitor,7.6,Fair,Recycle,29,10,4.2,760,0
Laptop,10.8,Dead,Recycle,35,10,0.8,3286,4
Laptop,1.4,Dead,Recycle,64,23,13.0,6301,10
Smartphone,4.3,Fair,Refurbish,45,11,0.9,7066,4
Peripherals,3.4,Good,Refurbish,20,12,5.1,6834,5
Monitor,11.9,Broken,Recycle,32,13,1.6,392,6
Laptop,5.0,Fair,Refurbish,33,8,11.8,8622,0
Smartphone,8.9,Good,Recycle,39,17,13.9,996,4
Tablet,8.4,Dead,Recycle,48,24,8.7,7148,5
Monitor,2.9,Good,Recycle,48,14,2.5,9283,4
Laptop,3.2,Excellent,Refurbish,18,17,8.6,1100,2
Peripherals,3.7,Excellent,Refurbish,28,19,11.7,8293,5
Smartphone,5.2,Fair,Refurbish,23,16,10.9,9084,3
Laptop,3.2,Broken,Recycle,40,9,11.3,2260,3
Peripherals,0.7,Good,Refurbish,26,20,4.5,9980,4
Laptop,10.6,Good,Recycle,33,10,1.6,2180,5
Monitor,11.6,Good,Recycle,55,29,2.7,5316,10
Monitor,4.4,Broken,Recycle,61,9,14.4,1780,0
Monitor,4.4,Excellent,Refurbish,36,1,9.4,6433,0
Smartphone,0.6,Dead,Recycle,62,24,11.1,9471,6
Monitor,8.3,Good,Recycle,30,3,13.5,4008,0
Peripherals,10.0,Dead,Recycle,49,11,12.9,7373,0
Laptop,2.2,Good,Refurbish,53,7,3.7,3286,1
Tablet,2.3,Broken,Recycle,26,18,1.3,4517,8
Peripherals,9.6,Good,Recycle,63,13,13.9,2628,1
Peripherals,7.6,Excellent,Recycle,63,23,14.7,538,6
Monitor,1.0,Dead,Recycle,54,23,8.7,1780,8
Smartphone,7.7,Dead,Recycle,48,25,13.4,6605,5
Laptop,4.1,Fair,Refurbish,48,18,3.9,2348,4
Smartphone,4.7,Broken,Recycle,36,16,2.1,5407,7
Laptop,9.4,Fair,Recycle,19,24,7.7,7169,6
Laptop,9.8,Dead,Recycle,62,16,12.3,1960,3
Smartphone,5.1,Good,Refurbish,49,21,10.0,3091,7
Peripherals,11.4,Fair,Recycle,60,10,9.7,7097,2
Laptop,5.2,Fair,Refurbish,51,9,0.8,3562,4
Smartphone,9.4,Fair,Recycle,18,8,5.1,5081,0
Laptop,6.1,Dead,Recycle,38,19,14.1,4901,4
Tablet,10.8,Good,Recycle,20,3,2.4,2304,0
Peripherals,10.9,Good,Recycle,44,27,11.0,2485,6
Monitor,1.5,Fair,Refurbish,61,28,11.5,7928,6
Laptop,11.3,Broken,Recycle,24,26,11.1,8175,9
Tablet,10.0,Good,Recycle,50,24,14.8,648,4
Monitor,9.6,Fair,Recycle,26,9,6.4,7890,2
Monitor,2.8,Dead,Recycle,47,2,10.4,3815,2
Laptop,9.8,Good,Refurbish,35,19,3.3,6279,6
Smartphone,10.3,Broken,Recycle,43,8,6.3,9743,1
Laptop,3.8,Broken,Recycle,37,18,7.6,9494,7
Tablet,11.5,Fair,Recycle,55,8,3.6,2632,3
Monitor,1.1,Dead,Recycle,58,5,13.6,7903,0
Laptop,2.2,Broken,Recycle,48,6,10.9,1268,1
Smartphone,6.7,Fair,Recycle,25,10,4.6,1773,5
Laptop,7.1,Fair,Recycle,40,15,2.5,7020,3
Peripherals,7.9,Broken,Recycle,42,28,4.7,3627,10
Smartphone,0.7,Fair,Refurbish,64,4,9.5,1166,0
Tablet,11.5,Dead,Recycle,18,3,12.5,2548,0
Monitor,1.0,Fair,Refurbish,63,24,7.8,1550,5
Laptop,2.1,Good,Refurbish,35,9,2.0,2140,3
Smartphone,0.7,Good,Refurbish,36,16,4.1,5502,4
Peripherals,7.0,Excellent,Refurbish,59,29,5.5,6008,11
Smartphone,11.2,Excellent,Recycle,23,16,9.7,6422,5
Peripherals,8.2,Dead,Recycle,34,15,4.1,5846,5
Tablet,10.0,Broken,Recycle,63,24,3.9,3520,6
Monitor,0.7,Broken,Recycle,62,9,4.6,7928,5
Tablet,6.7,Fair,Recycle,25,17,9.1,7125,4
Laptop,5.8,Broken,Refurbish,59,21,7.6,8812,5
Smartphone,6.2,Fair,Recycle,26,12,12.7,5407,2
Peripherals,1.3,Dead,Refurbish,54,23,10.6,2523,5
Peripherals,8.4,Fair,Recycle,44,8,10.2,4767,3
Smartphone,6.3,Dead,Recycle,53,14,2.7,8362,6
Smartphone,9.3,Broken,Recycle,23,27,1.3,5644,7
Laptop,6.1,Good,Recycle,23,18,7.9,2419,4
Tablet,2.2,Fair,Refurbish,62,12,1.5,9608,3
Peripherals,8.0,Fair,Recycle,21,27,5.8,6077,8
Laptop,2.5,Good,Recycle,39,14,0.9,7677,7
Tablet,10.5,Fair,Recycle,57,20,3.1,938,4
Laptop,7.6,Good,Recycle,44,23,2.1,4930,6
Peripherals,2.3,Excellent,Refurbish,54,5,12.1,6352,0
Smartphone,11.6,Dead,Recycle,19,1,5.5,6943,1
Smartphone,6.5,Fair,Recycle,26,13,1.6,7611,3
Tablet,1.3,Dead,Recycle,28,14,4.3,8064,4
Monitor,7.7,Broken,Recycle,37,2,10.4,3177,0
Tablet,3.4,Fair,Refurbish,60,16,11.3,5351,5
Monitor,9.7,Fair,Recycle,56,5,2.2,5100,2
Laptop,9.9,Broken,Recycle,31,22,11.8,3796,4
Laptop,11.8,Dead,Recycle,43,1,5.9,2884,0
Peripherals,6.3,Good,Refurbish,55,12,10.4,9923,2
Monitor,5.7,Dead,Recycle,47,19,10.2,1272,4
Peripherals,9.2,Dead,Recycle,53,22,12.0,6407,6
Smartphone,2.0,Broken,Refurbish,55,22,10.6,1752,7
Monitor,6.8,Dead,Recycle,52,23,1.1,7670,6
Tablet,6.8,Fair,Refurbish,23,10,8.0,7430,4
Smartphone,1.5,Dead,Refurbish,20,12,2.9,1691,5
Smartphone,5.3,Broken,Recycle,18,19,14.6,9449,3
Tablet,10.3,Excellent,Recycle,35,16,4.2,8623,6
Smartphone,10.3,Dead,Recycle,40,17,6.6,5173,4
Monitor,1.6,Fair,Refurbish,49,13,3.4,3905,5
Peripherals,1.5,Fair,Refurbish,46,7,2.5,6046,6
Smartphone,3.5,Fair,Refurbish,40,28,9.2,6080,8
Monitor,10.6,Good,Recycle,53,27,7.7,6156,7
Laptop,2.0,Fair,Refurbish,23,3,5.9,6814,0
Monitor,8.8,Broken,Recycle,34,5,1.7,6684,2
Peripherals,1.7,Excellent,Refurbish,35,4,11.2,2104,1
Monitor,7.7,Good,Recycle,48,28,0.6,5099,8
Tablet,4.6,Excellent,Refurbish,23,15,7.1,9376,5
Peripherals,9.6,Fair,Recycle,51,17,9.7,436,4
Laptop,3.2,Broken,Recycle,61,12,6.7,4325,3
Tablet,7.9,Broken,Recycle,61,23,2.3,7008,8
Monitor,3.2,Dead,Recycle,44,14,11.8,8813,0
Peripherals,8.7,Fair,Recycle,53,29,5.2,8826,8
Laptop,10.5,Good,Recycle,59,4,2.5,1993,3
Tablet,2.0,Dead,Recycle,42,17,8.5,2675,4
Laptop,10.5,Broken,Recycle,27,11,0.8,5861,4
Monitor,7.3,Fair,Recycle,56,6,5.2,2340,2
Laptop,2.0,Broken,Recycle,63,4,11.4,9601,3
Smartphone,5.4,Dead,Recycle,56,13,13.7,3816,3
Tablet,2.3,Broken,Recycle,29,20,9.1,9020,3
Laptop,8.6,Fair,Recycle,28,15,3.7,2281,3
Monitor,9.2,Broken,Recycle,60,18,3.7,7463,6
Monitor,1.7,Excellent,Refurbish,20,17,9.3,5822,6
Laptop,6.3,Fair,Recycle,39,19,6.4,8728,6
Monitor,9.9,Fair,Recycle,21,10,3.1,9594,5
Peripherals,11.3,Good,Recycle,25,5,11.9,8996,0
Peripherals,6.4,Excellent,Recycle,31,12,3.4,6682,5
Peripherals,11.4,Good,Recycle,37,25,5.2,9043,6
Smartphone,6.7,Broken,Recycle,41,15,1.4,8097,5
Laptop,5.0,Broken,Recycle,31,23,10.7,555,7
Smartphone,10.3,Dead,Recycle,45,4,4.5,8067,0
Monitor,6.2,Good,Recycle,33,8,3.9,5341,0
Smartphone,5.9,Fair,Refurbish,49,28,4.9,5043,8
Monitor,6.1,Dead,Refurbish,64,20,13.2,7400,5
Monitor,10.2,Good,Recycle,29,22,8.0,6029,7
Tablet,10.1,Broken,Recycle,33,28,2.8,6818,8
Peripherals,5.1,Broken,Recycle,36,17,11.7,2094,3
Monitor,4.3,Excellent,Recycle,22,6,3.5,3478,2
Tablet,6.2,Dead,Recycle,29,16,6.5,2930,5
Peripherals,7.1,Broken,Recycle,46,26,8.7,8445,7
Monitor,3.2,Excellent,Recycle,22,5,9.0,3520,0
Monitor,9.6,Excellent,Recycle,59,14,1.5,58,4
Smartphone,6.1,Excellent,Recycle,34,2,12.6,3702,0
Smartphone,4.3,Good,Refurbish,64,17,7.5,9913,6
Peripherals,1.7,Fair,Recycle,25,29,14.8,2607,6
Monitor,3.2,Fair,Recycle,57,6,10.9,5110,0
Laptop,11.4,Good,Recycle,57,11,14.9,8456,2
Smartphone,4.0,Dead,Recycle,47,2,7.1,1707,0
Peripherals,2.4,Fair,Refurbish,27,25,2.5,2293,9
Monitor,5.8,Excellent,Refurbish,37,25,11.0,2484,7
Monitor,4.0,Good,Refurbish,62,1,11.8,2735,0
Laptop,0.9,Fair,Recycle,33,5,12.9,3455,0
Peripherals,4.2,Fair,Refurbish,58,8,4.9,937,0
Monitor,6.8,Good,Recycle,33,4,7.9,877,1
Smartphone,6.8,Good,Recycle,59,19,12.9,8738,5
Laptop,4.6,Broken,Recycle,20,5,13.0,2462,0
Peripherals,5.6,Dead,Recycle,40,5,0.9,4493,1
Laptop,11.6,Good,Recycle,39,24,10.2,6135,5
Smartphone,4.8,Fair,Refurbish,45,16,9.2,7981,8
Peripherals,3.5,Fair,Refurbish,63,22,1.7,2215,8
Laptop,3.3,Broken,Recycle,62,18,14.0,5726,0
Tablet,5.8,Fair,Refurbish,53,11,7.0,5947,2
Smartphone,9.2,Dead,Recycle,21,17,10.3,8421,4
Smartphone,2.9,Fair,Refurbish,55,29,13.3,1427,5
Smartphone,8.7,Fair,Recycle,41,3,2.4,6287,1
Tablet,0.7,Fair,Refurbish,36,18,12.9,1699,3
Tablet,5.3,Dead,Recycle,28,4,11.0,2145,0
Monitor,9.4,Broken,Recycle,57,19,12.7,8198,4
Laptop,4.4,Excellent,Refurbish,63,9,7.7,6958,1
Monitor,7.0,Good,Recycle,57,5,1.0,4272,2
Laptop,2.9,Fair,Refurbish,63,4,10.2,9421,1
Tablet,9.0,Good,Refurbish,56,16,5.9,1823,5
Tablet,1.1,Broken,Recycle,35,10,6.3,3984,2
Monitor,10.3,Broken,Recycle,29,9,6.9,8822,3
Peripherals,2.8,Broken,Recycle,31,16,7.6,8461,4
Monitor,10.6,Dead,Recycle,64,20,10.1,3771,3
Laptop,4.6,Good,Refurbish,35,22,11.0,500,6
Monitor,8.8,Dead,Recycle,61,26,11.8,5606,6
Smartphone,4.2,Broken,Recycle,59,17,10.2,7939,4
Laptop,10.9,Fair,Recycle,29,29,12.2,5607,5
Laptop,2.0,Broken,Recycle,57,18,2.3,2750,7
Peripherals,2.6,Good,Refurbish,44,15,12.6,1312,3
Tablet,6.2,Broken,Recycle,23,20,6.1,2153,6
Laptop,1.4,Fair,Refurbish,41,9,8.2,4736,3
Tablet,2.8,Good,Recycle,50,6,6.8,608,3
Monitor,11.4,Broken,Recycle,62,6,7.4,5104,0
Smartphone,11.7,Fair,Recycle,33,11,4.6,1663,3
Peripherals,4.8,Good,Refurbish,29,25,3.0,3294,8
Tablet,11.1,Excellent,Recycle,48,28,2.0,5924,9
Laptop,6.8,Fair,Refurbish,54,20,7.0,1997,4
Tablet,3.6,Fair,Refurbish,30,3,2.3,6022,4
Laptop,8.6,Dead,Recycle,25,23,4.1,3185,9
Tablet,8.1,Dead,Refurbish,55,12,2.4,1531,5
Laptop,11.9,Fair,Recycle,20,15,2.1,4216,7
Monitor,3.5,Broken,Recycle,37,7,13.3,7384,1
Laptop,8.2,Fair,Recycle,21,25,10.3,3706,6
Laptop,1.1,Broken,Recycle,61,22,13.9,7259,4
Smartphone,1.8,Good,Refurbish,62,18,9.8,4502,5
Laptop,0.5,Fair,Refurbish,19,22,12.7,8867,3
Smartphone,12.0,Fair,Recycle,53,15,8.6,9846,5
Peripherals,9.7,Excellent,Recycle,40,8,7.2,5004,0
Smartphone,9.5,Broken,Recycle,62,22,8.2,3544,8
Monitor,6.4,Broken,Recycle,36,9,5.1,3818,3
Smartphone,4.0,Fair,Refurbish,57,15,10.0,8087,6
Peripherals,2.2,Fair,Refurbish,25,16,13.5,7082,3
Monitor,3.8,Dead,Recycle,33,20,11.8,3443,6
Tablet,4.8,Broken,Recycle,60,3,7.2,5709,2
Tablet,9.2,Good,Refurbish,35,27,14.3,1047,5
Smartphone,6.7,Good,Refurbish,53,5,14.8,9523,0
Smartphone,1.4,Broken,Recycle,41,3,7.6,2660,0
Peripherals,0.7,Fair,Refurbish,18,27,13.0,7930,6
Peripherals,1.7,Good,Refurbish,18,28,0.6,7058,9
Laptop,5.2,Good,Refurbish,63,2,1.5,6266,1
Peripherals,11.2,Dead,Recycle,53,2,0.8,8955,2
Laptop,7.8,Broken,Refurbish,28,4,11.7,8077,0
Monitor,9.7,Dead,Recycle,35,3,1.7,3408,3
Smartphone,5.9,Broken,Recycle,33,9,0.7,6301,4
Monitor,4.7,Dead,Recycle,34,23,2.6,7494,10
Peripherals,1.7,Good,Refurbish,41,22,4.9,1684,7
Monitor,10.6,Broken,Refurbish,51,26,7.2,869,7
Monitor,9.5,Excellent,Recycle,21,12,1.4,5123,8
Monitor,2.4,Broken,Recycle,52,24,7.7,9105,7
Peripherals,6.4,Fair,Recycle,32,9,4.1,5875,3
Monitor,6.1,Good,Recycle,19,19,4.5,7212,6
Laptop,7.7,Dead,Recycle,48,12,12.4,6727,4
Peripherals,11.4,Dead,Recycle,26,16,14.8,9822,3
Monitor,7.2,Excellent,Refurbish,27,26,7.2,542,12
Peripherals,6.7,Fair,Recycle,42,23,5.2,2203,6
Tablet,1.1,Fair,Refurbish,22,25,14.0,2935,8
Laptop,1.2,Fair,Refurbish,31,1,7.8,751,0
Monitor,2.7,Broken,Recycle,59,10,11.1,2111,0
Tablet,0.9,Good,Refurbish,55,25,6.5,8612,5
Tablet,9.0,Dead,Recycle,57,23,3.4,7276,6
Peripherals,8.8,Good,Recycle,19,10,10.0,9678,0
Tablet,2.1,Broken,Recycle,35,4,10.1,5699,0
Laptop,10.1,Broken,Recycle,46,29,7.2,546,7
Laptop,2.3,Good,Refurbish,37,11,4.4,4961,6
Smartphone,4.0,Good,Refurbish,25,28,12.6,2557,8
Laptop,3.4,Broken,Recycle,54,22,4.5,1571,7
Tablet,4.8,Broken,Recycle,43,11,10.1,6584,3
Laptop,3.4,Good,Refurbish,54,11,6.1,8645,4
Peripherals,6.1,Fair,Recycle,21,22,7.4,2691,8
Smartphone,5.2,Excellent,Refurbish,50,6,3.6,6960,1
Tablet,11.8,Good,Refurbish,39,15,9.9,9949,2
Smartphone,1.1,Fair,Refurbish,23,2,3.8,4774,1
Tablet,2.1,Excellent,Refurbish,50,21,7.5,59,8
Peripherals,1.1,Broken,Recycle,45,23,5.3,9609,5
Smartphone,7.7,Broken,Recycle,41,22,14.5,6211,5
Monitor,1.1,Dead,Recycle,21,3,14.7,1338,1
Tablet,10.1,Broken,Refurbish,19,27,11.4,8658,8
Monitor,6.4,Dead,Refurbish,30,28,14.8,7001,7
Smartphone,6.6,Fair,Recycle,63,5,2.1,7948,3
Monitor,7.0,Fair,Recycle,28,29,14.9,2471,9
Monitor,2.5,Dead,Recycle,52,24,2.0,8911,9
Smartphone,2.8,Fair,Refurbish,56,11,6.5,9427,1
Peripherals,4.2,Excellent,Recycle,27,21,4.0,8754,6
Monitor,7.3,Broken,Recycle,60,12,14.3,9174,2
